date,close
2021-08-26,1.0
2021-08-27,1.0019
2021-09-03,0.9853
2021-09-10,0.9914
2021-09-17,0.9587
2021-09-24,0.9575
2021-09-27,0.9549
2021-09-28,0.9417
2021-09-29,0.9445
2021-09-30,0.9589
2021-10-08,0.948
2021-10-11,0.9425
2021-10-12,0.9415
2021-10-13,0.9752
2021-10-14,0.9805
2021-10-15,0.9951
2021-10-18,1.0152
2021-10-19,1.0191
2021-10-20,1.0297
2021-10-21,1.0124
2021-10-22,1.0047
2021-10-25,1.0421
2021-10-26,1.0335
2021-10-27,1.0499
2021-10-28,1.0413
2021-10-29,1.0663
2021-11-01,1.0593
2021-11-02,1.0551
2021-11-03,1.0194
2021-11-04,1.0327
2021-11-05,1.0149
2021-11-08,1.0423
2021-11-09,1.0482
2021-11-10,1.0337
2021-11-11,1.0358
2021-11-12,1.0429
2021-11-15,1.0057
2021-11-16,0.9852
2021-11-17,1.0093
2021-11-18,1.0051
2021-11-19,1.0259
2021-11-22,1.0603
2021-11-23,1.0496
2021-11-24,1.0272
2021-11-25,1.0093
2021-11-26,1.0196
2021-11-29,1.0269
2021-11-30,1.0308
2021-12-01,1.0146
2021-12-02,1.0199
2021-12-03,1.0239
2021-12-06,1.0106
2021-12-07,1.0068
2021-12-08,1.0258
2021-12-09,1.0198
2021-12-10,1.037
2021-12-13,1.0478
2021-12-14,1.0353
2021-12-15,1.0317
2021-12-16,1.0453
2021-12-17,1.0138
2021-12-20,0.9668
2021-12-21,0.9731
2021-12-22,0.9805
2021-12-23,0.9907
2021-12-24,0.9506
2021-12-27,0.9467
2021-12-28,0.9614
2021-12-29,0.9664
2021-12-30,0.9654
2021-12-31,0.9982
2022-01-04,0.9526
2022-01-05,0.923
2022-01-06,0.9247
2022-01-07,0.9093
2022-01-10,0.9061
2022-01-11,0.8825
2022-01-12,0.9107
2022-01-13,0.8972
2022-01-14,0.9108
2022-01-17,0.921
2022-01-18,0.9256
2022-01-19,0.9056
2022-01-20,0.8963
2022-01-21,0.8951
2022-01-24,0.9262
2022-01-25,0.9045
2022-01-26,0.918
2022-01-27,0.8774
2022-01-28,0.8627
2022-02-07,0.8753
2022-02-08,0.8439
2022-02-09,0.8479
2022-02-10,0.8135
2022-02-11,0.794
2022-02-14,0.7896
2022-02-15,0.8232
2022-02-16,0.8215
2022-02-17,0.8406
2022-02-18,0.8366
2022-02-21,0.8314
2022-02-22,0.8406
2022-02-23,0.8631
2022-02-24,0.861
2022-02-25,0.8764
2022-02-28,0.8999
2022-03-01,0.8978
2022-03-02,0.89
2022-03-03,0.8679
2022-03-04,0.8647
2022-03-07,0.8438
2022-03-08,0.8336
2022-03-09,0.8281
2022-03-10,0.856
2022-03-11,0.85
2022-03-14,0.8306
2022-03-15,0.8211
2022-03-16,0.8563
2022-03-17,0.8451
2022-03-18,0.844
2022-03-21,0.8508
2022-03-22,0.8283
2022-03-23,0.8322
2022-03-24,0.8182
2022-03-25,0.7936
2022-03-28,0.7904
2022-03-29,0.7895
2022-03-30,0.8114
2022-03-31,0.7842
2022-04-01,0.7883
2022-04-06,0.7655
2022-04-07,0.7535
2022-04-08,0.7543
2022-04-11,0.7208
2022-04-12,0.7262
2022-04-13,0.7126
2022-04-14,0.703
2022-04-15,0.705
2022-04-18,0.7379
2022-04-19,0.7295
2022-04-20,0.6994
2022-04-21,0.6658
2022-04-22,0.6549
2022-04-25,0.6152
2022-04-26,0.6042
2022-04-27,0.6429
2022-04-28,0.6519
2022-04-29,0.6772
2022-05-05,0.6893
2022-05-06,0.6741
2022-05-09,0.6804
2022-05-10,0.6946
2022-05-11,0.7254
2022-05-12,0.7208
2022-05-13,0.7266
2022-05-16,0.7216
2022-05-17,0.753
2022-05-18,0.7647
2022-05-19,0.7879
2022-05-20,0.7885
2022-05-23,0.7861
2022-05-24,0.7645
2022-05-25,0.7698
2022-05-26,0.773
2022-05-27,0.7689
2022-05-30,0.778
2022-05-31,0.7967
2022-06-01,0.7996
2022-06-02,0.8175
2022-06-06,0.8556
2022-06-07,0.8461
2022-06-08,0.8553
2022-06-09,0.8363
2022-06-10,0.8527
2022-06-13,0.8477
2022-06-14,0.8338
2022-06-15,0.8207
2022-06-16,0.8342
2022-06-17,0.8531
2022-06-20,0.8624
2022-06-21,0.8551
2022-06-22,0.8621
2022-06-23,0.8844
2022-06-24,0.9062
2022-06-27,0.9056
2022-06-28,0.9207
2022-06-29,0.8722
